Plot,Transect,Quadrat,Genera,species,Count,Notes,Digitized_order
3294,5,3,Cypripedium,acaule,,,487
3294,5,3,Lycopodium,clavatum,,,488
3294,5,3,Osmunda,cinnamomea,,,489
3294,5,3,Gaultheria,procumbens,,,490
3294,5,4,Vaccinium,angustifolium,,,491
3294,5,4,Gaylussacia,baccata,,,492
3294,5,4,Acer,rubrum,4,,493
3294,5,4,Osmunda,cinnamomea,,,494
3294,5,4,Cypripedium,acaule,,,495
3294,5,4,Pinus,strobus,2,,496
3294,5,5,Gaylussacia,baccata,,,497
3294,5,5,Maianthemum,canadense,,,498
3294,5,5,Acer,rubrum,6,,499
3294,5,5,Pteridium,aquilinum,,,500
3294,5,5,Rubus,sp,,,501
3294,5,5,Lycopodium,clavatum,,,502
3294,5,6,Maianthemum,canadense,,,503
3294,5,6,Pteridium,aquilinum,,,504
3294,5,6,Rubus,sp,,,505
3294,5,6,Lycopodium,clavatum,,,506
3294,5,6,Gaultheria,procumbens,,,507
3294,5,6,Ilex,verticillata,,,508
3294,5,7,Vaccinium,angustifolium,,,509
3294,5,7,Acer,rubrum,1,,510
3294,5,7,Ilex,verticillata,,,511
3294,5,8,Vaccinium,angustifolium,,,512
3294,5,8,Quercus,velutina,1,,513
3294,5,8,Acer,rubrum,8,,514
3294,5,8,Rubus,sp,,,515
3294,5,8,Pinus,strobus,2,,516
3294,5,8,Cornus,canadense,,,517
3294,5,9,Carex,pensylvanica,,,518
3294,5,9,Rubus,sp,,,519
3294,5,9,Lycopodium,clavatum,,,520
3294,5,9,Chamaedaphne ,calyculata,,,521
3294,5,10,Vaccinium,angustifolium,,,522
3294,5,10,Acer,rubrum,2,,523
3294,5,10,Rubus,sp,,,524
3294,5,10,Chamaedaphne ,calyculata,,,525
3299,1,1,Maianthemum,canadense,,,526
3299,1,1,Carex,oligosperma,,,527
3299,1,1,Aronia,melanocarpa,,,528
3299,1,1,Pinus,strobus,6,,529
3299,1,1,Cornus,canadense,,,530
3299,1,1,Rubus,hispidus,,,531
3299,1,1,Acer,rubrum,3,,532
3299,1,1,Trientalis,borealis,,,533
3299,1,2,Vaccinium,angustifolium,,,534
3299,1,2,Gaylussacia,baccata,,,535
3299,1,3,Gaylussacia,baccata,,,536
3299,1,3,Aronia,melanocarpa,,,537
3299,1,3,Rubus,hispidus,,,538
3299,1,3,Acer,rubrum,2,,539
3299,1,3,Trientalis,borealis,,,540
3299,1,3,Carex,brunnescens,,,541
3299,1,3,Quercus,velutina,1,,542
3299,1,4,Vaccinium,angustifolium,,,543
3299,1,4,Carex,oligosperma,,,544
3299,1,5,Gaylussacia,baccata,,,545
3299,1,5,Maianthemum,canadense,,,546
3299,1,5,Aronia,melanocarpa,,,547
3299,1,5,Rubus,hispidus,,,548
3299,1,5,Acer,rubrum,1,,549
3299,1,5,Trientalis,borealis,,,550
3299,1,5,Mitchella,repens,,,551
3299,1,6,Gaylussacia,baccata,,,552
3299,1,6,Maianthemum,canadense,,,553
3299,1,6,Rubus,hispidus,,,554
3299,1,6,Acer,rubrum,1,,555
3299,1,6,Trientalis,borealis,,,556
3299,1,6,Carex,brunnescens,,,557
3299,1,7,Gaylussacia,baccata,,,558
3299,1,7,Maianthemum,canadense,,,559
3299,1,7,Aronia,melanocarpa,,,560
3299,1,7,Rubus,hispidus,,,561
3299,1,7,Acer,rubrum,5,,562
3299,1,7,Trientalis,borealis,,,563
3299,1,7,Carex,intumescens,,,564
3299,1,8,Vaccinium,angustifolium,,,565
3299,1,8,Gaylussacia,baccata,,,566
3299,1,8,Maianthemum,canadense,,,567
3299,1,8,Pinus,strobus,4,,568
3299,1,8,Rubus,hispidus,,,569
3299,1,8,Acer,rubrum,12,,570
3299,1,8,Trientalis,borealis,,,571
3299,1,8,Gaultheria,procumbens,,,572
3299,1,9,Vaccinium,angustifolium,,,573
3299,1,9,Gaylussacia,baccata,,,574
3299,1,9,Pinus,strobus,2,,575
3299,1,9,Rubus,hispidus,,,576
3299,1,9,Pteridium,aquilinum,,,577
3299,1,9,Prunus,serotina,1,,578
3299,1,10,Maianthemum,canadense,,,579
3299,1,10,Aronia,melanocarpa,,,580
3299,1,10,Pinus,strobus,8,,581
3299,1,10,Rubus,hispidus,,,582
3299,1,10,Acer,rubrum,16,,583
3299,1,10,Trientalis,borealis,,,584
3299,2,1,Gaylussacia,baccata,,,585
3299,2,1,Maianthemum,canadense,,,586
3299,2,1,Acer,rubrum,,,587
3299,2,1,Rubus,hispidus,,,588
3299,2,1,Carex,brunnescens,,,589
3299,2,2,Vaccinium,angustifolium,,,590
3299,2,2,Gaylussacia,baccata,,,591
3299,2,2,Maianthemum,canadense,,,592
3299,2,2,Trientalis,borealis,,,593
3299,2,2,Acer,rubrum,1,,594
3299,2,3,Gaylussacia,baccata,,,595
3299,2,3,Maianthemum,canadense,,,596
3299,2,3,Acer,rubrum,2,,597
3299,2,3,Rubus,hispidus,,,598
3299,2,3,Quercus,ellipsoidalis,1,,599
3299,2,4,Vaccinium,angustifolium,,,600
3299,2,4,Gaylussacia,baccata,,,601
3299,2,4,Maianthemum,canadense,,,602
3299,2,4,Trientalis,borealis,,,603
3299,2,4,Acer,rubrum,10,,604
3299,2,4,Pinus,strobus,1,,605
3299,2,4,Rubus,hispidus,,,606
3299,2,4,Quercus,ellipsoidalis,1,,607
3299,2,5,Gaylussacia,baccata,,,608
3299,2,5,Maianthemum,canadense,,,609
3299,2,5,Trientalis,borealis,,,610
3299,2,5,Acer,rubrum,2,,611
3299,2,5,Rubus,hispidus,,,612
3299,2,6,Rubus,hispidus,,,613
3299,2,7,Maianthemum,canadense,,,614
3299,2,7,Osmunda,cinnamomea,,,615
3299,2,7,Osmunda,regalis,,,616
3299,2,8,Maianthemum,canadense,,,617
3299,2,8,Trientalis,borealis,,,618
3299,2,8,Rubus,hispidus,,,619
3299,2,8,Quercus,ellipsoidalis,1,,620
3299,2,9,Maianthemum,canadense,,,621
3299,2,9,Pinus,strobus,1,,622
3299,2,9,Ilex,verticillata,,,623
3299,2,10,Gaylussacia,baccata,,,624
3299,2,10,Maianthemum,canadense,,,625
3299,2,10,Quercus,velutina,2,,626
3299,2,10,Trientalis,borealis,,,627
3299,2,10,Acer,rubrum,3,,628
3299,3,1,Vaccinium,angustifolium,,,629
3299,3,1,Ilex,verticillata,,,630
3299,3,1,Acer,rubrum,6,,631
3299,3,1,Rubus,hispidus,,,632
3299,3,1,Pinus,strobus,1,,633
3299,3,1,Carex,brunnescens,,,634
3299,3,2,Maianthemum,canadense,,,635
3299,3,2,Acer,rubrum,1,,636
3299,3,2,Pinus,strobus,1,,637
3299,3,3,Maianthemum,canadense,,,638
3299,3,4,Maianthemum,canadense,,,639
3299,3,6,Gaylussacia,baccata,,,640
3299,3,6,Maianthemum,canadense,,,641
3299,3,6,Acer,rubrum,1,,642
3299,3,7,Gaylussacia,baccata,,,643
3299,3,7,Maianthemum,canadense,,,644
3299,3,8,Gaylussacia,baccata,,,645
3299,3,8,Maianthemum,canadense,,,646
3299,3,9,Maianthemum,canadense,,,647
3299,3,9,Ilex,verticillata,,,648
3299,3,9,Acer,rubrum,3,,649
3299,3,9,Rubus,hispidus,,,650
3299,3,10,Vaccinium,angustifolium,,,651
3299,3,10,Gaylussacia,baccata,,,652
3299,3,10,Maianthemum,canadense,,,653
3299,3,10,Ilex,verticillata,,,654
3299,3,10,Acer,rubrum,4,,655
3299,3,10,Rubus,hispidus,,,656
3299,3,10,Trientalis,borealis,,,657
3299,4,1,Vaccinium,angustifolium,,,658
3299,4,1,Gaylussacia,baccata,,,659
3299,4,1,Maianthemum,canadense,,,660
3299,4,1,Trientalis,borealis,,,661
3299,4,2,Gaylussacia,baccata,,,662
3299,4,2,Maianthemum,canadense,,,663
3299,4,2,Acer,rubrum,1,,664
3299,4,2,Trientalis,borealis,,,665
3299,4,3,Vaccinium,angustifolium,,,666
3299,4,3,Gaylussacia,baccata,,,667
3299,4,3,Acer,rubrum,3,,668
3299,4,3,Trientalis,borealis,,,669
3299,4,4,Gaylussacia,baccata,,,670
3299,4,4,Maianthemum,canadense,,,671
3299,4,4,Acer,rubrum,1,,672
3299,4,4,Trientalis,borealis,,,673
3299,4,4,Apocynum,androsaemifolium,,,674
3299,4,4,Gaultheria,procumbens,,,675
3299,4,5,Maianthemum,canadense,,,676
3299,4,5,Trientalis,borealis,,,677
3299,4,6,Vaccinium,angustifolium,,,678
3299,4,6,Gaylussacia,baccata,,,679
3299,4,6,Maianthemum,canadense,,,680
3299,4,6,Rubus ,hispidus,,,681
3299,4,6,Trientalis,borealis,,,682
3299,4,7,Maianthemum,canadense,,,683
3299,4,7,Trientalis,borealis,,,684
3299,4,8,Gaylussacia,baccata,,,685
3299,4,8,Maianthemum,canadense,,,686
3299,4,8,Rubus  ,hispidus,,,687
3299,4,8,Acer,rubrum,6,,688
3299,4,8,Carex,oligosperma,,,689
3299,4,8,Trientalis,borealis,,,690
3299,4,9,Maianthemum,canadense,,,691
3299,4,9,Rubus,hispidus,,,692
3299,4,9,Acer,rubrum,5,,693
3299,4,9,Pinus,strobus,1,,694
3299,4,10,Carex ,sp,,,695
3299,5,1,Vaccinium,angustifolium,,,696
3299,5,1,Gaylussacia,baccata,,,697
3299,5,1,Pteridium,aquilinum,,,698
3299,5,1,Acer,rubrum,1,,699
3299,5,2,Vaccinium,angustifolium,,,700
3299,5,2,Gaylussacia,baccata,,,701
3299,5,2,Quercus,ellipsoidalis,1,,702
3299,5,2,Quercus,velutina,1,,703
3299,5,3,Gaylussacia,baccata,,,704
3299,5,3,Maianthemum,canadense,,,705
3299,5,3,Carex ,oligosperma,,,706
3299,5,3,Pteridium,aquilinum,,,707
3299,5,3,Acer,rubrum,2,,708
3299,5,3,Rubus,hispidus,,,709
3299,5,3,Trientalis,borealis,,,710
3299,5,4,Vaccinium,angustifolium,,,711
3299,5,4,Gaylussacia,baccata,,,712
3299,5,4,Maianthemum,canadense,,,713
3299,5,4,Pteridium,aquilinum,,,714
3299,5,4,Acer,rubrum,2,,715
3299,5,4,Rubus,hispidus,,,716
3299,5,4,Trientalis,borealis,,,717
3299,5,5,Vaccinium,angustifolium,,,718
3299,5,5,Gaylussacia,baccata,,,719
3299,5,5,Maianthemum,canadense,,,720
3299,5,5,Acer,rubrum,5,,721
3299,5,5,Quercus,velutina,1,,722
3299,5,5,Rubus,hispidus,,,723
3299,5,5,Trientalis,borealis,,,724
3299,5,5,Gaultheria,procumbens,,,725
3299,5,5,Osmunda,cinnamomea,,,726
3299,5,5,Uvularia,sessilifolia,,,727
3299,5,5,Rubus ,allegheniensis,,,728
3299,5,6,Vaccinium,angustifolium,,,729
3299,5,6,Gaylussacia,baccata,,,730
3299,5,6,Maianthemum,canadense,,,731
3299,5,6,Pteridium,aquilinum,,,732
3299,5,6,Acer,rubrum,9,,733
3299,5,6,Trientalis,borealis,,,734
3299,5,6,Gaultheria,procumbens,,,735
3299,5,6,Rubus,allegheniensis,,,736
3299,5,7,Vaccinium,angustifolium,,,737
3299,5,7,Gaylussacia,baccata,,,738
3299,5,7,Maianthemum,canadense,,,739
3299,5,7,Acer,rubrum,1,,740
3299,5,7,Trientalis,borealis,,,741
3299,5,8,Vaccinium,angustifolium,,,742
3299,5,8,Acer,rubrum,1,,743
3299,5,9,Vaccinium,angustifolium,,,744
3299,5,9,Gaylussacia,baccata,,,745
3299,5,9,Carex,oligosperma,,,746
3299,5,9,Acer,rubrum,4,,747
3299,5,9,Cypripedium,acaule,,,748
3299,5,10,Vaccinium,angustifolium,,,749
3299,5,10,Gaylussacia,baccata,,,750
3299,5,10,Carex,oligosperma,,,751
3299,5,10,Pteridium,aquilinum,,,752
3299,5,10,Cypripedium,acaule,,,753
3297,1,1,Carex,pensylvanica,,,754
3297,1,1,Comptonia,peregrina,,,755
3297,1,1,Poa,sp ,,,756
3297,1,1,Hypericum,perforatum,,,757
3297,1,2,Carex,pensylvanica,,,758
3297,1,2,Poa,sp,,,759
3297,1,2,Maianthemum,canadense,,,760
3297,1,2,Quercus,velutina,2,,761
3297,1,3,Carex,pensylvanica,,,762
3297,1,3,Quercus,velutina,1,,763
3297,1,3,Helianthemum,canadense,,,764
3297,1,3,Pinus,banksiana,1,,765
3297,1,3,Melampyrum,lineare,,,766
3297,1,3,Vaccinium,angustifolium,,,767
3297,1,3,Dichanthelium ,depauperatum,,,768
3297,1,3,Danthonia,spicata,,,769
3297,1,4,Carex,pensylvanica,,,770
3297,1,4,Poa,sp,,,771
3297,1,4,Melampyrum,lineare,,,772
3297,1,4,Vaccinium,angustifolium,,,773
3297,1,4,Danthonia,spicata,,,774
3297,1,4,Agrostis,scabra,,,775
3297,1,4,Dichanthelium ,perlongum,,,776
3297,1,4,Polygala,polygama,,,777
3297,1,5,Carex ,pensylvanica,,,778
3297,1,5,Quercus,velutina,4,,779
3297,1,5,Helianthemum,canadense,,,780
3297,1,5,Dichanthelium ,depauperatum,,,781
3297,1,5,Pinus,strobus,2,,782
3297,1,5,Quercus,ellipsoidalis,1,,783
3297,1,5,Acrtostaphylos,uva-ursi,,,784
3297,1,6,Carex,pennsylvanica,,,785
3297,1,6,Quercus,velutina,5,,786
3297,1,6,Vaccinium,angustifolium,,,787
3297,1,6,Quercus,ellipsoidalis,1,,788
3297,1,6,Gaultheria,procumbens,,,789
3297,1,7,Carex,pennsylvanica,,,790
3297,1,7,Poa,sp,,,791
3297,1,7,Maianthemum,canadense,,,792
3297,1,7,Quercus,velutina,4,,793
3297,1,7,Vaccinium,angustifolium,,,794
3297,1,7,Gaultheria,procumbens,,,795
3297,1,7,Prunus,serotina,1,,796
3297,1,8,Carex,pensylvanica,,,797
3297,1,8,Maianthemum,canadense,,,798
3297,1,8,Quercus,velutina,8,,799
3297,1,8,Vaccinium,angustifolium,,,800
3297,1,9,Carex,pensylvanica,,,801
3297,1,9,Quercus,velutina,10,,802
3297,1,9,Vaccinium,angustifolium,,,803
3297,1,9,Pinus,resinosa,1,,804
3297,1,10,Carex,pensylvanica,,,805
3297,1,10,Quercus,velutina,5,,806
3297,2,1,Carex,pensylvanica,,,807
3297,2,1,Helianthemum,canadense,,,808
3297,2,1,Danthonia,spicata,,,809
3297,2,2,Carex,pensylvanica,,,810
3297,2,2,Poa,sp,,,811
3297,2,2,Danthonia,spicata,,,812
3297,2,3,Carex,pensylvanica,,,813
3297,2,3,Poa,sp,,,814
3297,2,3,Quercus,velutina,2,,815
3297,2,4,Carex,pensylvanica,,,816
3297,2,4,Poa,sp,,,817
3297,2,4,Quercus,velutina,4,,818
3297,2,4,Danthonia,spicata,,,819
3297,2,5,Carex,pensylvanica,,,820
3297,2,5,Helianthemum,canadense,,,821
3297,2,5,Vaccinium,angustifolium,,,822
3297,2,5,Pinus,strobus,2,,823
3297,2,5,Acer,rubrum,2,,824
3297,2,5,Maianthemum,canadense,,,825
3297,2,5,Lysimachia,quadrifolia,,,826
3297,2,5,Agrostis,scabra,,,827
3297,2,5,Danthonia,spicata,,,828
3297,2,6,Carex,pensylvanica,,,829
3297,2,6,Melampyrum,lineare,,,830
3297,2,6,Pinus,strobus,3,,831
3297,2,7,Carex,pensylvanica,,,832
3297,2,7,Quercus,velutina,4,,833
3297,2,7,Melampyrum,lineare,,,834
3297,2,7,Pinus,strobus,1,,835
3297,2,8,Carex,pensylvanica,,,836
3297,2,8,Quercus,velutina,2,,837
3297,2,8,Melampyrum,lineare,,,838
3297,2,9,Carex,pensylvanica,,,839
3297,2,9,Vaccinium,angustifolium,,,840
3297,2,9,Quercus,velutina,1,,841
3297,2,10,Carex,pensylvanica,,,842
3297,2,10,Poa,sp,,,843
3297,2,10,Polygala,polygama,,,844
3297,2,10,Helianthemum,canadense,,,845
3297,2,10,Pinus,banksiana,2,,846
3297,3,1,Carex,pensylvanica,,,847
3297,3,1,Quercus,velutina,2,,848
3297,3,1,Pinus,resinosa,1,,849
3297,3,2,Carex,pensylvanica,,,850
3297,3,2,Quercus,velutina,4,,851
3297,3,2,Pinus,resinosa,4,,852
3297,3,2,Pinus,strobus,3,,853
3297,3,2,Maianthemum,canadense,,,854
3297,3,3,Carex,pensylvanica,,,855
3297,3,3,Quercus,velutina,3,,856
3297,3,4,Carex,pensylvanica,,,857
3297,3,4,Quercus,velutina,4,,858
3297,3,4,Pinus,strobus,2,,859
3297,3,4,Comptonia,peregrina,,,860
3297,3,4,Poa,sp,,,861
3297,3,5,Carex,pensylvanica,,,862
3297,3,5,Quercus,velutina,1,,863
3297,3,5,Comptonia,peregrina,,,864
3297,3,5,Muhlenbergia ,mexicana,,,865
3297,3,6,Carex,pensylvanica,,,866
3297,3,6,Quercus,velutina,5,,867
3297,3,6,Comptonia,peregrina,,,868
3297,3,6,Poa,sp,,,869
3297,3,6,Danthonia,spicata,,,870
3297,3,7,Carex,pensylvanica,,,871
3297,3,7,Quercus,velutina,2,,872
3297,3,7,Poa,sp,,,873
3297,3,7,Dichanthelium ,depauperatum,,,874
3297,3,7,Viola,adunca,,,875
3297,3,8,Carex,pensylvanica,,,876
3297,3,8,Quercus,velutina,3,,877
3297,3,8,Pinus,strobus,1,,878
3297,3,8,Vaccinium,angustifolium,,,879
3297,3,9,Carex,pensylvanica,,,880
3297,3,9,Quercus,velutina,2,,881
3297,3,9,Vaccinium,angustifolium,,,882
3297,3,9,Melampyrum,lineare,,,883
3297,3,10,Carex,pensylvanica,,,884
3297,3,10,Quercus,velutina,4,,885
3297,3,10,Poa,sp,,,886
3297,3,10,Vaccinium,angustifolium,,,887
3297,4,1,Carex,pensylvanica,,,888
3297,4,1,Quercus,velutina,3,,889
3297,4,1,Pinus,strobus,1,,890
3297,4,1,Vaccinium,angustifolium,,,891
3297,4,2,Carex,pensylvanica,,,892
3297,4,2,Pinus,strobus,2,,893
3297,4,2,Vaccinium,angustifolium,,,894
3297,4,3,Carex,pensylvanica,,,895
3297,4,3,Quercus,velutina,1,,896
3297,4,3,Pinus,strobus,2,,897
3297,4,3,Gaylussacia,baccata,,,898
3297,4,4,Carex,pensylvanica,,,899
3297,4,4,Quercus,velutina,2,,900
3297,4,4,Vaccinium,angustifolium,,,901
3297,4,5,Carex,pensylvanica,,,902
3297,4,5,Quercus,velutina,2,,903
3297,4,5,Pinus,strobus,2,,904
3297,4,6,Carex,pensylvanica,,,905
3297,4,6,Pinus,strobus,2,,906
3297,4,6,Poa,sp,,,907
3297,4,7,Carex,pensylvanica,,,908
3297,4,7,Quercus,velutina,10,,909
3297,4,7,Pinus,strobus,3,,910
3297,4,7,Acer,rubrum,1,,911
3297,4,7,Vaccinium,angustifolium,,,912
3297,4,8,Carex,pensylvanica,,,913
3297,4,8,Quercus,velutina,8,,914
3297,4,8,Pinus,strobus,6,,915
3297,4,8,Melampyrum,lineare,,,916
3297,4,8,Vaccinium,angustifolium,,,917
3297,4,9,Carex,pensylvanica,,,918
3297,4,9,Quercus,velutina,4,,919
3297,4,9,Pinus,strobus,2,,920
3297,4,9,Melampyrum,lineare,,,921
3297,4,9,Quercus,ellipsoidalis,1,,922
3297,4,9,Acer,rubrum,1,,923
3297,4,10,Carex,pensylvanica,,,924
3297,4,10,Quercus,velutina,3,,925
3297,4,10,Pinus,strobus,2,,926
3297,5,1,Carex,pensylvanica,,,927
3297,5,1,Pteridium,aquilinum,,,928
3297,5,1,Quercus,velutina,6,,929
3297,5,1,Vaccinium,angustifolium,,,930
3297,5,1,Gaultheria,procumbens,,,931
3297,5,2,Carex,pensylvanica,,,932
3297,5,2,Pteridium,aquilinum,,,933
3297,5,2,Vaccinium,angustifolium,,,934
3297,5,2,Melampyrum,lineare,,,935
3297,5,2,Gaylussacia,baccata,,,936
3297,5,3,Carex,pensylvanica,,,937
3297,5,3,Pteridium,aquilinum,,,938
3297,5,3,Quercus,velutina,3,,939
3297,5,3,Vaccinium,angustifolium,,,940
3297,5,3,Gaylussacia,baccata,,,941
3297,5,4,Carex,pensylvanica,,,942
3297,5,4,Pteridium,aquilinum,,,943
3297,5,4,Quercus,velutina,2,,944
3297,5,4,Poa,sp,,,945
3297,5,4,Prunus,serotina,1,,946
3297,5,4,Pinus,strobus,4,,947
3297,5,5,Carex,pensylvanica,,,948
3297,5,5,Quercus,velutina,3,,949
3297,5,5,Vaccinium,angustifolium,,,950
3297,5,5,Pinus,strobus,9,,951
3297,5,6,Carex,pensylvanica,,,952
3297,5,6,Quercus,velutina,4,,953
3297,5,6,Vaccinium,angustifolium,,,954
3297,5,6,Poa,sp,,,955
3297,5,6,Pinus,strobus,1,,956
3297,5,6,Maianthemum,canadense,,,957
3297,5,6,Lysimachia,quadrifolia,,,958
3297,5,6,Dichanthelium ,depauperatum,,,959
3297,5,6,Danthonia,spicata,,,960
3297,5,7,Carex,pensylvanica,,,961
3297,5,7,Quercus,velutina,5,,962
3297,5,7,Pinus,strobus,3,,963
3297,5,8,Carex,pensylvanica,,,964
3297,5,8,Quercus,velutina,3,,965
3297,5,8,Vaccinium,angustifolium,,,966
3297,5,8,Melampyrum,lineare,,,967
3297,5,9,Carex,pensylvanica,,,968
3297,5,9,Quercus,velutina,4,,969
3297,5,9,Vaccinium,angustifolium,,,970
3297,5,9,Pinus,strobus,1,,971
3297,5,9,Quercus,alba,2,,972
3297,5,9,Helianthemum,canadense,,,973
3297,5,10,Carex,pensylvanica,,,974
3297,5,10,Quercus,velutina,4,,975
3297,5,10,Vaccinium,angustifolium,,,976
